Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
918,Ele.8,Day,356,AR,A-545,100,0,5,550,68%,180%,15,88,56,52,72,0,0,8,95,0,6,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Focus Chip (Body) (5-Star),5536,761,913,1065,1217,9
918,Ele.8,Day,173,MG,PKP,100,0,5,825,35%,150%,415,100,53,29,122,0,15,9,100,0,10,0,SLAP (Ammo) (4-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),11836,739,887,1035,1183,10
918,Ele.8,Day,54,AR,M16A1,100,0,5,605,20%,150%,15,64,49,80,75,11,0,9,100,0,4,0,HV (Ammo) (5-Star),T Exo (Body) (5-Star),Plate (Body) (5-Star),5269,724,869,1014,1159,11
918,Ele.8,Day,109,MG,Gr MG5,100,0,5,990,35%,150%,415,90,49,28,115,0,14,10,100,0,10,0,SLAP (Ammo) (4-Star),RMR (Acc) (5-Star),MG Box (Body) (4-Star),11047,690,828,966,1104,12
918,Ele.8,Day,194,AR,K2,93,0,5,610,20%,100%,15,89,65,42,89,0,0,9,94,0,7,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (4-Star),4971,683,820,956,1093,13
918,Ele.8,Day,20114,HG,Welrod MkⅡ Mod,115,3,5,405,40%,150%,8,48,78,135,52,5,0,20,100,0,10,10,SF Taclight (Acc) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),4823,663,795,928,1061,14
918,Ele.8,Day,112,MG,Negev,100,0,5,870,53%,150%,415,89,37,37,134,0,12,9,100,0,10,0,SLAP (Ammo) (4-Star),Optical (Acc) (5-Star),MG Box (Body) (4-Star),10305,644,772,901,1030,15
918,Ele.8,Day,62,AR,Gr G41,100,0,5,635,20%,100%,15,72,78,40,92,0,0,10,65,0,3,0,Red Dot (Acc) (5-Star),HV (Ammo) (4-Star),Processor Chip (Body) (4-Star),4508,619,743,867,991,16
918,Ele.8,Day,183,HG,Contender,91,0,5,315,60%,150%,195,40,82,125,42,0,0,15,90,0,8,0,Supp (Silencer) (5-Star),AP (Ammo) (5-Star),T Exo (Body) (5-Star),4362,599,719,839,959,17
918,Ele.8,Day,20097,HG,M950A Mod,110,1,5,395,40%,150%,8,49,59,109,72,0,0,20,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),4037,555,666,777,888,18
918,Ele.8,Day,242,HG,P22,100,0,5,350,45%,150%,8,45,70,156,62,0,0,17,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),4034,554,665,776,887,19
918,Ele.8,Day,382,AR,MSBS,90,0,5,525,20%,100%,15,69,46,51,85,0,0,8,72,0,6,0,SF Taclight (Acc) (5-Star),HV (Ammo) (4-Star),Processor Chip (Body) (4-Star),4018,552,662,773,883,20
918,Ele.8,Day,20115,SMG,Suomi Mod,115,3,5,1125,25%,150%,15,28,42,121,94,0,0,35,100,0,10,10,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),7174,538,645,753,860,21
918,Ele.8,Day,96,HG,Grizzly,100,0,5,430,40%,150%,8,55,54,110,54,0,0,25,100,0,9,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3862,531,637,743,849,22
918,Ele.8,Day,20007,HG,Stechkin Mod,102,1,5,415,34%,150%,15,27,72,112,65,0,0,22,100,0,10,0,Supp (Silencer) (4-Star),Sp. Eq (Exclusive) (5-Star),T Exo (Body) (5-Star),3593,494,592,691,790,23
918,Ele.8,Day,375,HG,Colt Walker,100,0,5,300,40%,150%,11,47,78,138,57,0,0,16,98,0,10,0,RMR (Acc) (4-Star),HP (Ammo) (4-Star),X Exo (Body) (5-Star),3592,493,592,691,790,24
918,Ele.8,Day,4,HG,Python,100,0,5,350,60%,150%,11,51,101,107,49,0,0,17,100,0,10,0,RMR (Acc) (4-Star),HP (Ammo) (4-Star),X Exo (Body) (5-Star),3590,493,592,691,789,25
918,Ele.8,Day,339,MG,RPK-203,100,0,5,825,25%,150%,195,96,51,37,124,0,12,9,100,0,10,0,AP (Ammo) (5-Star),RMR (Acc) (4-Star),MG Box (Body) (4-Star),7828,489,587,684,782,26
918,Ele.8,Day,323,SG,LTLX7000,100,0,5,1375,40%,172%,15,40,23,10,28,36,8,49,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Choke (Acc) (4-Star),7695,480,577,673,769,27
918,Ele.8,Day,20212,HG,K5 Mod,106,1,5,370,54%,150%,11,40,57,117,62,0,0,20,100,0,6,0,Supp (Silencer) (4-Star),HP (Ammo) (4-Star),X Exo (Body) (5-Star),3479,478,574,669,765,28
918,Ele.8,Day,250,HG,HS2000,94,0,5,350,34%,150%,11,43,61,114,60,0,0,20,100,0,10,0,Supp (Silencer) (4-Star),HP (Ammo) (4-Star),X Exo (Body) (5-Star),3464,476,571,666,762,29
918,Ele.8,Day,260,HG,PA-15,94,0,5,340,34%,150%,11,45,65,96,63,0,0,18,100,0,10,0,Supp (Silencer) (4-Star),HP (Ammo) (4-Star),X Exo (Body) (4-Star),3359,461,554,646,738,30
918,Ele.8,Day,281,SG,CAWS,100,0,5,1235,72%,150%,15,32,33,12,35,34,5,49,100,0,7,0,Plate (Body) (5-Star),Slug (Shell) (5-Star),Optical (Acc) (4-Star),7104,444,532,621,710,31
918,Ele.8,Day,294,HG,Webley,90,0,5,410,34%,150%,11,33,63,107,55,0,0,23,99,0,5,0,Supp (Silencer) (4-Star),HP (Ammo) (4-Star),T Exo (Body) (4-Star),3154,433,520,607,693,32
918,Ele.8,Day,233,HG,Px4 Storm,90,0,5,320,34%,150%,11,37,63,114,55,0,0,19,87,0,10,0,Supp (Silencer) (4-Star),HP (Ammo) (4-Star),T Exo (Body) (4-Star),3108,427,512,598,683,33
918,Ele.8,Day,20143,SMG,RO635 Mod,110,1,5,1025,19%,150%,15,26,16,108,96,0,0,29,100,0,10,0,T Exo (Body) (4-Star),Flare (Ammo) (5-Star),Supp (Silencer) (4-Star),5647,423,508,592,677,34
918,Ele.8,Day,303,HG,HP-35,90,0,5,365,34%,150%,15,26,61,115,55,0,0,19,92,0,4,0,Supp (Silencer) (4-Star),Flare (Ammo) (5-Star),T Exo (Body) (4-Star),3012,414,496,579,662,35
918,Ele.8,Day,276,MG,Kord,91,0,5,945,37%,150%,195,109,31,20,107,0,9,10,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (4-Star),MG Bipod (Body) (5-Star),6466,404,484,565,646,36
918,Ele.8,Day,354,HG,ZiP .22,94,0,5,320,34%,150%,13,32,40,115,61,0,0,17,90,0,10,0,Supp (Silencer) (4-Star),HP (Ammo) (3-Star),T Exo (Body) (4-Star),2921,401,481,562,642,37
918,Ele.8,Day,20101,SMG,UMP9 Mod,100,1,5,880,25%,150%,15,45,25,106,84,0,0,28,100,0,7,0,T Exo (Body) (4-Star),Sp. Eq (Exclusive) (5-Star),EOT (Holographic) (4-Star),5327,399,479,559,639,38
918,Ele.8,Day,16,SMG,Thompson,95,0,5,1160,5%,150%,13,37,20,79,78,0,0,35,100,0,10,0,T Exo (Body) (4-Star),HP (Ammo) (3-Star),EOT (Holographic) (4-Star),5175,388,465,543,621,39
918,Ele.8,Day,352,SG,Nova,95,0,5,1290,72%,150%,15,32,34,15,28,25,7,46,94,0,6,0,Plate (Body) (4-Star),Flash (Shell) (5-Star),Optical (Acc) (4-Star),6056,378,454,529,605,40
918,Ele.8,Day,379,HG,P10C,90,0,5,340,20%,150%,13,31,49,88,63,0,0,18,100,0,10,0,PEQ (Acc) (3-Star),HP (Ammo) (3-Star),T Exo (Body) (3-Star),2748,377,453,528,604,41
918,Ele.8,Day,77,MG,M2HB,92,0,5,1030,37%,150%,165,102,26,16,98,0,10,10,100,0,5,0,AP (Ammo) (4-Star),Optical (Acc) (4-Star),MG Bipod (Body) (4-Star),5757,359,431,503,575,42
918,Ele.8,Day,153,SG,M37,96,0,5,1240,72%,150%,15,35,26,11,26,28,4,44,100,0,2,0,Plate (Body) (4-Star),Slug (Shell) (4-Star),Optical (Acc) (4-Star),5653,353,423,494,565,43
918,Ele.8,Day,20,SMG,Vector,100,0,5,925,37%,180%,15,42,12,75,91,0,0,25,100,0,10,0,Focus Chip (Body) (5-Star),-,Optical (Acc) (4-Star),4484,336,403,470,538,44
918,Ele.8,Day,27,SMG,Skorpion,100,0,5,795,29%,100%,15,36,14,88,111,0,0,22,100,0,8,0,Processor Chip (Body) (4-Star),-,Optical (Acc) (3-Star),4154,311,373,436,498,45
918,Ele.8,Day,20046,RF,Kar98k Mod,100,1,5,435,88%,195%,165,150,90,44,35,0,0,10,100,0,10,0,AP (Ammo) (4-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6950,260,312,364,417,46
918,Ele.8,Day,48,RF,WA2000,100,0,5,440,72%,168%,165,137,87,32,39,0,0,10,100,0,10,0,AP (Ammo) (4-Star),Optical (Acc) (4-Star),Cape (Body) (4-Star),5937,222,267,311,356,47
918,Ele.8,Day,175,AR,ART556,64,0,3,285,52%,150%,15,52,36,34,60,0,0,7,86,0,2,0,Optical (Acc) (4-Star),HV (Ammo) (4-Star),-,1592,218,262,306,350,48
918,Ele.8,Day,377,RF,SCAR-H,100,0,5,425,72%,168%,165,120,98,31,41,0,0,9,100,0,10,0,AP (Ammo) (4-Star),Optical (Acc) (4-Star),Cape (Body) (4-Star),5813,217,261,305,348,49
918,Ele.8,Day,198,RF,Carcano M91/38,100,0,5,365,72%,168%,165,154,95,47,34,0,0,8,100,0,10,0,AP (Ammo) (4-Star),Optical (Acc) (4-Star),Cape (Body) (4-Star),5798,217,260,304,347,50
918,Ele.8,Day,1,HG,SAA,78,0,4,284,20%,150%,15,31,39,61,44,0,0,19,60,0,1,0,PEQ (Acc) (3-Star),-,-,1573,216,259,302,346,51
918,Ele.8,Day,75,MG,M1918,55,0,3,366,25%,150%,415,68,34,20,92,0,8,6,64,0,1,0,SLAP (Ammo) (4-Star),RMR (Acc) (4-Star),-,3458,216,259,302,345,52
918,Ele.8,Day,43,RF,SVD,100,0,5,400,72%,168%,195,141,84,35,37,0,0,9,100,0,4,0,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (4-Star),Cape (Body) (4-Star),5722,214,257,300,343,53
918,Ele.8,Day,168,HG,Spitfire,70,0,4,236,20%,150%,15,27,45,52,54,0,0,16,86,0,2,0,PEQ (Acc) (4-Star),-,-,1464,201,241,281,322,54
918,Ele.8,Day,215,AR,MDR,52,0,3,270,52%,150%,15,51,29,24,64,0,0,7,51,0,1,0,Optical (Acc) (4-Star),HV (Ammo) (4-Star),-,1441,198,237,277,317,55
918,Ele.8,Day,85,MG,PK,70,0,4,644,5%,150%,165,78,16,17,76,0,11,8,55,0,6,0,AP (Ammo) (4-Star),-,-,3070,191,230,268,307,56
918,Ele.8,Day,171,AR,Ribeyrolles,60,0,3,264,20%,150%,15,59,28,26,54,0,0,7,66,0,6,0,PEQ (Acc) (4-Star),HV (Ammo) (4-Star),-,1396,191,230,268,307,57
918,Ele.8,Day,197,RF,Carcano M1891,100,0,5,400,40%,168%,165,145,90,45,34,0,0,9,100,0,10,0,AP (Ammo) (4-Star),-,Cape (Body) (4-Star),5040,189,226,264,302,58
918,Ele.8,Day,316,RF,General Liu,90,0,5,380,40%,168%,165,136,84,29,38,0,0,8,90,0,7,0,AP (Ammo) (4-Star),-,Cape (Body) (4-Star),4909,184,220,257,294,59
918,Ele.8,Day,166,HG,CZ75,66,0,3,165,50%,150%,15,32,64,52,59,0,0,16,70,0,2,0,Sp. Eq (Exclusive) (5-Star),-,-,1308,179,215,251,287,60
918,Ele.8,Day,142,HG,Five-seven,52,0,3,144,40%,150%,11,31,48,56,56,0,0,13,63,0,4,0,RMR (Acc) (4-Star),HP (Ammo) (4-Star),-,1176,161,194,226,258,61
918,Ele.8,Day,285,HG,C-93,51,0,3,144,40%,150%,11,32,51,56,54,0,0,14,74,0,1,0,RMR (Acc) (4-Star),HP (Ammo) (4-Star),-,1127,154,185,216,247,62
918,Ele.8,Day,338,AR,SIG MCX,40,0,3,243,44%,150%,15,30,27,22,66,0,0,6,50,0,1,0,Optical (Acc) (3-Star),-,-,1085,149,179,208,238,63
918,Ele.8,Day,160,SG,Saiga-12,63,0,3,645,40%,164%,15,32,9,7,32,22,5,39,61,0,1,0,Plate (Body) (4-Star),Buck (Shell) (4-Star),-,2256,141,169,197,225,64
918,Ele.8,Day,56,AR,M4 SOPMOD II,35,0,3,222,44%,150%,15,30,22,20,63,0,0,6,63,0,3,0,Optical (Acc) (3-Star),-,-,1006,138,165,193,221,65
918,Ele.8,Day,129,AR,Type95,30,0,3,225,44%,150%,15,31,21,18,55,0,0,6,55,0,1,0,Optical (Acc) (3-Star),-,-,924,127,152,177,203,66
918,Ele.8,Day,287,AR,SIG-556,30,0,3,237,44%,150%,15,29,18,18,59,0,0,6,55,0,1,0,Optical (Acc) (3-Star),-,-,917,126,151,176,201,67
918,Ele.8,Day,26,SMG,Gr MP5,52,0,3,381,5%,150%,11,25,8,62,77,0,0,18,63,0,1,0,T Exo (Body) (4-Star),HP (Ammo) (4-Star),-,1448,108,130,152,173,68
918,Ele.8,Day,346,HG,CZ100,36,0,3,150,20%,150%,15,18,24,36,47,0,0,13,52,0,1,0,PEQ (Acc) (3-Star),-,-,743,102,122,143,163,69
918,Ele.8,Day,53,RF,NTW-20,70,0,4,316,40%,150%,135,142,55,22,27,0,0,9,87,0,7,0,SNIP (Ammo) (5-Star),-,-,2700,101,121,141,162,70
918,Ele.8,Day,104,SMG,Gr G36c,38,0,3,417,5%,150%,15,17,6,47,69,0,0,21,61,0,2,0,T Exo (Body) (3-Star),-,-,1327,99,119,139,159,71
918,Ele.8,Day,228,SMG,100 Shiki,36,0,3,429,5%,150%,15,15,7,46,61,0,0,24,53,0,1,0,T Exo (Body) (3-Star),-,-,1322,99,118,138,158,72
918,Ele.8,Day,272,HG,Desert Eagle,39,0,2,102,40%,150%,15,25,27,30,44,0,0,13,57,0,10,0,PEQ (Acc) (3-Star),-,-,655,90,108,126,144,73
918,Ele.8,Day,39,RF,Mosin-Nagant,70,0,4,300,40%,150%,135,115,63,28,27,0,0,8,50,0,2,0,SNIP (Ammo) (5-Star),-,-,2387,89,107,125,143,74
918,Ele.8,Day,36,RF,Springfield,70,0,4,284,40%,150%,135,113,53,30,29,0,0,8,57,0,1,0,SNIP (Ammo) (5-Star),-,-,2367,88,106,124,142,75
918,Ele.8,Day,350,SG,FO-12,40,0,3,534,40%,150%,15,20,7,6,30,11,5,32,50,0,3,0,-,-,-,1415,88,106,123,141,76
918,Ele.8,Day,236,AR,K11,30,0,2,174,44%,150%,15,29,21,15,58,0,0,7,52,0,1,0,Optical (Acc) (3-Star),-,-,635,87,104,122,139,77
918,Ele.8,Day,380,SMG,APC9K,30,0,3,342,5%,150%,15,12,6,43,77,0,0,16,50,0,1,0,T Exo (Body) (3-Star),-,-,1070,80,96,112,128,78
918,Ele.8,Day,106,AR,FAL,16,0,2,152,20%,150%,15,27,12,10,53,0,0,6,50,0,1,0,-,-,-,483,79,95,111,127,79
918,Ele.8,Day,214,AR,ADS,23,0,2,148,20%,150%,15,24,17,14,57,0,0,6,50,0,1,0,-,-,-,521,71,85,100,114,80
918,Ele.8,Day,329,RF,SVCh,50,0,3,195,72%,150%,165,96,54,17,29,0,0,7,51,0,2,0,AP (Ammo) (4-Star),Optical (Acc) (4-Star),-,1806,67,81,94,108,81
918,Ele.8,Day,290,AR,89 Shiki,16,0,2,140,20%,150%,15,26,13,12,58,0,0,6,50,0,1,0,-,-,-,492,67,81,94,108,82
918,Ele.8,Day,135,SMG,SR-3MP,40,0,2,270,5%,150%,15,17,6,49,75,0,0,19,51,0,3,0,T Exo (Body) (3-Star),-,-,896,67,80,94,107,83
918,Ele.8,Day,127,SMG,Type79,40,0,2,270,5%,150%,15,18,6,50,73,0,0,19,50,0,1,0,T Exo (Body) (3-Star),-,-,880,66,79,92,105,84
918,Ele.8,Day,37,RF,M14,63,0,3,204,40%,150%,127,83,49,19,39,0,0,8,74,0,1,0,AP (Ammo) (3-Star),-,-,1736,65,78,91,104,85
918,Ele.8,Day,50,RF,Lee Enfield,61,0,3,192,40%,150%,127,100,51,26,31,0,0,7,62,0,2,0,AP (Ammo) (3-Star),-,-,1691,63,76,88,101,86
918,Ele.8,Day,130,AR,Type97,11,0,2,128,20%,150%,15,23,11,10,51,0,0,5,50,0,2,0,-,-,-,441,60,72,84,97,87
918,Ele.8,Day,365,AR,SCR,11,0,2,122,20%,150%,15,21,11,11,54,0,0,5,50,0,1,0,-,-,-,422,58,69,81,92,88
918,Ele.8,Day,95,RF,Type88,52,0,3,231,72%,150%,165,75,35,22,26,0,0,9,55,0,1,0,AP (Ammo) (4-Star),Optical (Acc) (4-Star),-,1430,53,64,75,85,89
918,Ele.8,Day,381,RF,M110,40,0,3,177,40%,150%,127,83,33,15,29,0,0,7,50,0,2,0,AP (Ammo) (3-Star),-,-,1291,48,58,67,77,90
918,Ele.8,Day,376,SMG,Erma,12,0,2,294,5%,150%,15,12,4,15,62,0,0,20,50,0,1,0,-,-,-,611,45,54,64,73,91
918,Ele.8,Day,257,RF,M200,30,0,3,171,40%,150%,127,78,36,12,26,0,0,7,50,0,1,0,AP (Ammo) (3-Star),-,-,1166,43,52,61,69,92
918,Ele.8,Day,347,SMG,SR2,11,0,2,230,5%,150%,15,14,4,15,67,0,0,16,50,0,4,0,-,-,-,568,42,51,59,68,93
918,Ele.8,Day,263,MG,Gr MG36,17,0,2,212,5%,150%,15,38,9,10,91,0,10,6,50,0,1,0,-,-,-,640,40,48,56,64,94
918,Ele.8,Day,348,RF,HS.50,40,0,2,124,40%,150%,127,96,40,14,27,0,0,7,50,0,1,0,AP (Ammo) (3-Star),-,-,908,34,40,47,54,95
918,Ele.8,Day,248,HG,Jericho,16,0,1,44,20%,150%,15,15,14,18,45,0,0,12,50,0,1,0,-,-,-,190,26,31,36,41,96
918,Ele.8,Day,243,AR,64 Shiki,1,0,1,63,20%,150%,15,22,7,5,40,0,0,5,50,0,1,0,-,-,-,182,25,30,35,40,97
918,Ele.8,Day,313,AR,S-ACR,1,0,1,62,20%,150%,15,16,6,5,61,0,0,5,50,0,1,0,-,-,-,183,25,30,35,40,98
918,Ele.8,Day,306,AR,AK-Alfa,1,0,1,58,20%,150%,15,19,6,6,49,0,0,5,53,0,1,0,-,-,-,178,24,29,34,39,99
918,Ele.8,Day,344,AR,FARA 83,1,0,1,55,20%,150%,15,17,7,6,52,0,0,4,50,0,1,0,-,-,-,173,23,28,33,38,100
918,Ele.8,Day,126,HG,NZ75,4,0,1,38,20%,150%,15,13,10,11,43,0,0,11,52,0,1,0,-,-,-,165,22,27,31,36,101
918,Ele.8,Day,172,AR,Am RFB,1,0,1,53,30%,150%,15,22,7,5,34,0,0,4,50,0,1,0,-,-,-,168,23,27,32,36,102
918,Ele.8,Day,370,HG,P290,5,0,1,38,20%,150%,15,11,10,14,42,0,0,10,51,0,1,0,-,-,-,160,22,26,30,35,103
918,Ele.8,Day,107,AR,FF F2000,1,0,1,53,20%,150%,15,16,6,6,57,0,0,4,50,0,1,0,-,-,-,162,22,26,31,35,104
918,Ele.8,Day,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,5,50,0,1,0,-,-,-,158,21,26,30,34,105
918,Ele.8,Day,14,HG,Astra,1,0,1,40,20%,150%,15,12,6,9,35,0,0,11,86,0,1,0,-,-,-,146,20,24,28,32,106
918,Ele.8,Day,139,HG,Bren Ten,1,0,1,35,20%,150%,15,12,7,9,40,0,0,9,50,0,1,0,-,-,-,139,19,22,26,30,107
918,Ele.8,Day,90,HG,FF FNP9,1,0,1,30,20%,150%,15,11,7,11,42,0,0,8,50,0,1,0,-,-,-,134,18,22,25,29,108
918,Ele.8,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,18,22,25,29,109
918,Ele.8,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,18,21,25,29,110
918,Ele.8,Day,128,RF,M99,11,0,2,98,40%,150%,15,63,17,7,23,0,0,6,50,0,1,0,-,-,-,445,16,20,23,26,111
918,Ele.8,Day,163,SG,AA-12,1,0,1,135,40%,150%,15,12,2,2,27,3,5,24,50,0,1,0,-,-,-,266,16,19,23,26,112
918,Ele.8,Day,137,SMG,PP-19-01,1,0,1,97,5%,150%,15,11,2,10,60,0,0,14,55,0,1,0,-,-,-,212,15,19,22,25,113
918,Ele.8,Day,324,SG,M6 ASW,1,0,1,130,40%,150%,15,14,2,2,19,3,4,24,50,0,1,0,-,-,-,259,16,19,22,25,114
918,Ele.8,Day,315,SMG,AUG Para,1,0,1,93,5%,150%,15,11,2,11,60,0,0,13,50,0,1,0,-,-,-,213,15,19,22,25,115
918,Ele.8,Day,125,MG,Gr MG4,4,0,1,94,5%,150%,15,30,5,5,92,0,9,5,50,0,1,0,-,-,-,246,15,18,21,24,116
918,Ele.8,Day,31,SMG,M38,1,0,1,102,5%,150%,15,12,2,7,52,0,0,14,50,0,1,0,-,-,-,202,15,18,21,24,117
918,Ele.8,Day,307,MG,ZB-26,1,0,1,91,5%,150%,15,34,4,4,76,0,9,5,50,0,1,0,-,-,-,236,14,17,20,23,118
918,Ele.8,Day,368,SG,UTS-15,1,0,1,116,40%,150%,15,14,2,2,18,3,5,21,50,0,1,0,-,-,-,238,14,17,20,23,119
918,Ele.8,Day,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,13,50,0,1,0,-,-,-,193,14,17,20,23,120
918,Ele.8,Day,94,SMG,Type64,1,0,1,88,5%,150%,15,11,2,9,65,0,0,12,50,0,1,0,-,-,-,192,14,17,20,23,121
918,Ele.8,Day,238,MG,QJY-88,1,0,1,83,5%,150%,15,29,4,4,83,0,10,5,50,0,1,0,-,-,-,227,14,17,19,22,122
918,Ele.8,Day,24,SMG,PP-2000,1,0,1,80,5%,150%,15,12,2,11,57,0,0,11,50,0,1,0,-,-,-,185,13,16,19,22,123
918,Ele.8,Day,312,RF,VSK-94,1,0,1,44,40%,150%,15,45,9,4,25,0,0,5,50,0,1,0,-,-,-,176,6,7,9,10,124
918,Ele.8,Day,261,RF,QBU-88,1,0,1,42,40%,150%,15,42,10,5,27,0,0,5,50,0,1,0,-,-,-,180,6,8,9,10,125
918,Ele.8,Day,337,RF,De Lisle,1,0,1,51,40%,150%,15,37,10,5,24,0,0,6,50,0,1,0,-,-,-,179,6,8,9,10,126
918,Ele.8,Day,296,RF,Gr SL8,1,0,1,43,40%,150%,15,41,9,5,27,0,0,5,50,0,2,0,-,-,-,182,6,8,9,10,127
924,Int.4,Day,20055,AR,M4A1 Mod,116,3,5,565,68%,150%,15,98,58,58,100,15,0,9,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),8334,1145,1375,1604,1833,1
924,Int.4,Day,20122,AR,Gr G11 Mod,115,3,5,620,68%,175%,15,90,60,47,97,0,0,10,100,0,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7389,1015,1219,1422,1625,2
924,Int.4,Day,20065,AR,416 Mod,116,3,5,620,45%,160%,15,110,68,70,79,0,0,10,100,0,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),7353,1011,1213,1415,1617,3
924,Int.4,Day,20057,AR,ST AR-15 Mod,115,3,5,535,75%,180%,15,104,70,57,73,0,0,9,172,1,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),7052,969,1163,1357,1551,4
924,Int.4,Day,20293,AR,AK-15 Mod,111,2,5,590,20%,100%,15,101,86,56,102,0,0,9,100,0,10,10,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),6699,921,1105,1289,1473,5
924,Int.4,Day,20115,SMG,Suomi Mod,115,3,5,1125,25%,150%,15,28,42,121,94,0,0,35,100,0,10,10,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),7174,896,1076,1255,1434,6
924,Int.4,Day,20205,AR,AN-94 Mod,110,1,5,585,20%,100%,15,105,87,52,101,0,0,9,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),6521,896,1075,1255,1434,7
924,Int.4,Day,378,AR,SCAR-L,100,0,5,550,20%,100%,15,94,81,55,102,0,0,8,100,0,10,0,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),5978,821,986,1150,1315,8
924,Int.4,Day,20143,SMG,RO635 Mod,110,1,5,1025,5%,150%,8,40,46,114,96,0,0,29,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),6398,799,959,1119,1279,9
924,Int.4,Day,356,AR,A-545,100,0,5,550,68%,180%,15,88,56,52,72,0,0,8,95,0,6,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Focus Chip (Body) (5-Star),5536,761,913,1065,1217,10
924,Int.4,Day,16,SMG,Thompson,95,0,5,1160,5%,150%,8,50,27,92,77,0,0,35,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),EOT (Holographic) (5-Star),5949,743,892,1041,1189,11
924,Int.4,Day,54,AR,M16A1,100,0,5,605,20%,150%,15,64,49,80,75,11,0,9,100,0,4,0,HV (Ammo) (5-Star),T Exo (Body) (5-Star),Plate (Body) (5-Star),5269,724,869,1014,1159,12
924,Int.4,Day,20101,SMG,UMP9 Mod,100,1,5,880,25%,150%,15,46,18,112,87,0,0,28,100,0,7,0,X Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),SF Taclight (Acc) (5-Star),5490,686,823,960,1098,13
924,Int.4,Day,194,AR,K2,93,0,5,610,68%,180%,15,81,51,42,67,0,0,9,94,0,7,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Focus Chip (Body) (5-Star),4947,680,816,952,1088,14
924,Int.4,Day,20114,HG,Welrod MkⅡ Mod,115,3,5,405,40%,150%,8,48,78,135,52,5,0,20,100,0,10,10,SF Taclight (Acc) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),4823,663,795,928,1061,15
924,Int.4,Day,20,SMG,Vector,100,0,5,925,5%,150%,8,51,19,95,98,0,0,25,100,0,10,0,X Exo (Body) (5-Star),HP (Ammo) (5-Star),EOT (Holographic) (4-Star),5265,658,789,921,1053,16
924,Int.4,Day,183,HG,Contender,91,0,5,315,70%,150%,195,46,102,100,42,0,0,15,90,0,8,0,RMR (Acc) (5-Star),AP (Ammo) (5-Star),X Exo (Body) (5-Star),4462,613,736,858,981,17
924,Int.4,Day,62,AR,Gr G41,100,0,5,635,40%,150%,15,62,48,70,77,0,0,10,65,0,3,0,Supp (Silencer) (5-Star),HV (Ammo) (4-Star),X Exo (Body) (5-Star),4376,601,722,842,962,18
